Rule,Criteria,Trigger Functions,Trigger Rules,Text,Options,Query All Concept,Query Best Concept,Query Rand Best Concept,Query Old Best Concept,Apply Facts
tutorialAnteChairWaitC,"concept: optionSelected, option: tutorialAnteChairWaitC",playMusic: office.wav,,"Daniel nods blankly for a few moments, reminding you that the speed of light is not just a nuisance in space. “Thank you, Val. The key debate is, of course, whether small manufactured goods should be free. The proposal to the Provisional Assembly on this matter is positioned to bring the gratuitous synthesis of anything below the maximum print size of the household synthesizer, which is inorganic, to the household synthesizer.” He takes a deep breath. “A lot of the older generation opposes this because… well, there’s a certain satisfaction to buying these goods when food is free, and the oldies have larger finances. We have seen a lot of talk about wages, pensions and investments becoming ‘useless’, which is really the core of the debate: the oldies have more of their lives’ work to be ‘invalidated’, while the young ones don’t.” The blank stare returns, and you mutter something about not knowing what to spend your commission on anymore. ","Continue: tutorialAnteChairWaitD, Tune out: tutorialAnteChairWaitE",,,,,
tutorialAnteChairWaitD,"concept: optionSelected, option: tutorialAnteChairWaitD",playMusic: office.wav,,"The interview progresses. “Right - how does this election relate to such an Executive issue?” Val prompts. Daniel responds, “Karkesha has veto power in the Provisional Assembly, so a conservative president could overturn the proposal - at least temporarily.” Rui shifts in his seat.

“A low radii apartment on Rohus Station,” he lies, elaborating once you give him a puzzled look, “that’s what I want to spend my commission on. I want a view of the traffic, and to win against the gravity.” You wait for him to elaborate further, but he doesn’t. The interview continues in the background.",Tune out: tutorialAnteChairWaitE,,,,,
tutorialAnteChairWaitE,"concept: optionSelected, option: tutorialAnteChairWaitE",,,"You are snapped back to reality by a young man wearing a Council uniform suit and skort. ""Captain $player_name, the Chair of Resolution 289 is ready to see you,"" the civil servant explains. Rui and yourself stand up and follow him through a maze of hallways and junctions until you reach an unassuming door. You thank him, and he simply nods. You watch as he briskly walks back towards the lobby.",Enter: tutorialAnteBriefingA,,,,,
#ante mission briefing,,,,,,,,,,
tutorialAnteBriefingA,"concept: optionSelected, option: tutorialAnteBriefingA",playSoundEffect: door.wav,,"The room behind the door appears to be large and empty, but is mostly obscured by the glare from four floor-to-ceiling windows on the back wall. A plump man sits at a desk on the far side of the room, and by squinting, you can read his name tag as 'Tristan'. His desk is cluttered with analogue paper. You confirm that the room is indeed empty by looking around once more.

Tristan smacks his lips. ""Ah! Captain $player_name, please take a seat,"" he requests while reading one of his many papers. You oblige, and sit down on the only seat facing his desk. Rui closes the door and moves to stand at attention a few paces behind. ""I was just reading your file,"" he continues, ""you have a very interesting track record, and so I must ask: do you think the Late Proliferation has done anything meaningful to humanity?"" He looks up at you.","""I think we've changed"": tutorialAnteBriefingYes, ""I don't think I'll be out of the job"": tutorialAnteBriefingNo",,,,,
tutorialAnteBriefingYes,"concept: optionSelected, option: tutorialAnteBriefingYes",,,"Tristan smiles eerily. ""Well, that would put you in the majority here,"" he responds. ""Personally, I think we have advanced as a species,"" he adds, ceasing the smile and returning to the paper.","""Why?"": tutorialAnteBriefingWhy, ""I understand"": tutorialAnteBriefingB",,,,,
tutorialAnteBriefingNo,"concept: optionSelected, option: tutorialAnteBriefingNo",,,"Tristan shakes his head. ""Well, that would put you in the minority here,"" he responds while returning to the paper. ""Aren't you already out of the job, Captain? You were transferred from the Security Council to here ... a few years ago,"" he adds, stifling a chuckle with a cough. ""Personally, I think we have advanced as a species."" His head follows his hand as he skims yet another page.","""Why?"": tutorialAnteBriefingWhy, ""I understand"": tutorialAnteBriefingB",,,,,
tutorialAnteBriefingWhy,"concept: optionSelected, option: tutorialAnteBriefingWhy",,,"Tristan leans back into his chair and sighs, as if trying to remember something. “Why? Why, because humanity has been humbled by its isolation. For thousands of years, humans have read the autobiographies of distant stars during the Passing, and have tried to imagine life in those other pockets of civilization. Isolation has surrounded our distant relatives with importance and a fleeting want for connection. And for as long as humans are human, children will now be taught the tragedy of the Late Proliferation and how lucky we are to be interconnected so readily. We have matured, and this maturity will carry us into a new age of peace and prosperity,” he recites. He looks at you with anticipation, as if expecting a round of applause for his repurposed speech. Believing that his motivation to do so was slightly childish, you simply nod. He shifts his weight on the chair. ",Continue: tutorialAnteBriefingB,,,,,
tutorialAnteBriefingB,"concept: optionSelected, option: tutorialAnteBriefingB",,,"He now places his hands on the table - you have his full attention. ""You are now accountable to the 289 Standing Committee,"" he proclaims, passing you the relevant relocation orders. ""Your assignment is to reconcile the human network in New Eden. It is not nearby, this order will start immediately following your departure, and I will get to the proper protocol for first contact momentarily."" His brow furrows as if he forgot something, and realisation follows. ""New Eden is of ... particular importance to the members of the Council. It has not yet been contacted, but the people there can quickly travel interstellar distances. Whether the technology is akin to Arata's theorem, or something else, we aren't sure. Thus this committee, thus your assignment."" His attention exposes a hint of wonder, and for a second, you share it.",Continue: tutorialAnteBriefingC,,,,,
tutorialCodexGainMessage,concept: tutorialCodexGainMessage,playSoundEffect: success.wav,,[color=green](Gained [i]Codex Ethica[/i] 5th ed.)[/color],,,,,,
tutorialAnteBriefingC,"concept: optionSelected, option: tutorialAnteBriefingC",,tutorialCodexGainMessage,"As Tristan holds out a finger, it becomes clear that you will not enjoy what he is about to say. ""The fifth edition of the Codex Ethica from the Contact Guidelines Committee will be transferred to your starship, and you are expected to uphold it,"" he pauses to gauge your reaction, ""the fifth edition has a particular emphasis on non-intervention. We are trying to reunify humanity, but at the moment there are still tribes, marauders, and all manners of non-spacefaring groups out there. Do not become their saviours, and certainly do not become their gods. Throughout history, people have actively worsened the situation whenever they go somewhere for the first time with an unfair advantage, and that unfortunate reality is not going to change. Is that understood?"" you nod slowly. It becomes apparent to you that the policy will make your assignment much more difficult.",Continue: tutorialAnteBriefingD,,,,,
tutorialAnteBriefingD,"concept: optionSelected, option: tutorialAnteBriefingD",playMusic: birds.wav,tutorialAnteRespitePortal,"At last, the briefing comes to an end. Tristan declares the meeting concluded and wishes you safety throughout the assignnment. Rui and yourself return to the lobby and rendezvous with the marines - the most senior one asks whether the mission will be 'dangerous', and suppresses a smile when you confirm. You note that there is now time to tie up loose ends in Spiriten before the transport is ready for departure. The Exploration Council is soon behind you.",,,,,,
tutorialAnteRespitePortal,concept: tutorialAnteRespitePortal,,,,Return to the transport: tutorialAnteTransportWalkA,tutorialAnteRespiteDispatch,,,,
#tutorialAnteRespiteMueseumResponse,"concept: tutorialAnteRespiteDispatch, tutorialAnteRespiteMueseumResponse_PREV: false",,,,,,,,,tutorialAnteRespiteMueseumResponse_PREV: true
#tutorialAnteRespiteMotherResponse,"concept: tutorialAnteRespiteDispatch, tutorialAnteRespiteMotherResponse_PREV: false",,,,,,,,,tutorialAnteRespiteMotherResponse_PREV: true
#ante getting the fuck out,,,,,,,,,,
tutorialAnteTransportWalkA,"concept: optionSelected, option: tutorialAnteTransportWalkA",playSoundEffect: shockwave.wav,,"Several complications prevent your return to the transport before Suno falls below the horizon, much to the chagrin of yourself and your spine struggling under the high gravity. As you and Rui once again walk down Unity Pathway, a shuttle takes off in the distance. The light from its drive plume flares harsh shadows across the flagpoles, the flora, and the marine twenty steps in front of you. The following shockwave nearly knocks the beret off of your first officers head. You mutter something about it being 'easy to be a saint in paradise', and he agrees. You reach the transport about halfway through the planets night cycle.",Launch: tutorialAnteTransportWalkB,,,,,
tutorialAnteTransportWalkB,"concept: optionSelected, option: tutorialAnteTransportWalkB","_TUTORIALQueueVoyageLeitmotif: null, playSoundEffect: takeoff.wav",,"The transport lifts off from a flooded launchpad following another round of discipline from the duty officer, a lengthy preflight checklist, and your personal confirmation. Spiriten quickly falls away during the orbital insertion burn. According to the timepiece aboard your starship, a full day has passed by the time the transport docks.",Leave: defaultLeave,,,,,
,,,,,,,,,,
tutorialPeregrinationFollowingPortal,"concept: followingBody, type: WORMHOLE, name: Peregrination, tutorial: true","openDialog: null, setImage: wormhole.png, playMusic: peregrination.wav",defaultApproachMessage,,Leave: defaultLeave,,tutorialPeregrinationPortalDispatch,,,
tutorialPeregrinationResponseValid,concept: tutorialPeregrinationPortalDispatch,,,,Enter the wormhole:tutorialPeregrinationEnterCarry,,,,,
tutorialPeregrinationResponsePlotA,"concept: tutorialPeregrinationPortalDispatch, tutorialTomoSewi_PREV: false",,tutorialPreTomoSewiMessage,,,,,,,
tutorialPeregrinationResponsePlotB,"concept: tutorialPeregrinationPortalDispatch, tutorialAnte_PREV: false",,tutorialPreAnteMessage,,,,,,,
tutorialPeregrinationEnterCarry,"concept: optionSelected, option: tutorialPeregrinationEnterCarry","closeDialog: null, _TUTORIALPlayerWin: null, objectiveSuccess: tutorialFollowPeregrination",,,,,,,,
,,,,,,,,,,
tutorialLRS,"concept: moduleTutorial, module: longRangeScopes",objectiveActive: moduleTutorialLRS,,,,,,,,
tutorialAV,"concept: moduleTutorial, module: audioVisualizer",objectiveActive: moduleTutorialAV,,,,,,,,
tutorialNC,"concept: moduleTutorial, module: naniteController",objectiveActive: moduleTutorialNC,,,,,,,,
tutorialGLS,"concept: moduleTutorial, module: gasLayerSurveyor",objectiveActive: moduleTutorialGLS,,,,,,,,
